檢核,說明,林管處,工作站,"樣區
編號","樣點
代號","樣區
名稱","樣區樣點
編號","TWD97_X
","TWD97_Y
",經度,緯度,,
檢核ok,,台東,成功,成功10,4,成功事業區52林班,成功10-04,293562,2580559,121.425975,23.32701,,2935622580559
檢核ok,,台東,成功,成功10,5,成功事業區52林班,成功10-05,293793,2580707,121.428238,23.32834,,2937932580707
檢核ok,,台東,成功,成功10,6,成功事業區52林班,成功10-06,294051,2580794,121.430763,23.32912,,2940512580794
檢核ok,,台東,成功,成功11,1,成功事業區54林班,成功11-01,294423,2582761,121.434458,23.34687,,2944232582761
檢核ok,,台東,成功,成功11,2,成功事業區54林班,成功11-02,294689,2582729,121.437059,23.34658,,2946892582729
檢核ok,,台東,成功,成功11,3,成功事業區54林班,成功11-03,294993,2582787,121.440034,23.34709,,2949932582787
檢核ok,,台東,成功,成功11,4,成功事業區54林班,成功11-04,295150,2582652,121.441565,23.34587,,2951502582652
檢核ok,,台東,成功,成功11,5,成功事業區54林班,成功11-05,294675,2582284,121.436909,23.34256,,2946752582284
檢核ok,,台東,成功,成功11,6,成功事業區54林班,成功11-06,294457,2582344,121.434779,23.34311,,2944572582344
檢核ok,,台東,成功,成功12,1,成功事業區61林班,成功12-01,296471,2591413,121.454754,23.42494,,2964712591413
檢核ok,,台東,成功,成功12,2,成功事業區61林班,成功12-02,296726,2591472,121.457251,23.42547,,2967262591472
檢核ok,,台東,成功,成功12,3,成功事業區61林班,成功12-03,296978,2591341,121.459713,23.42428,,2969782591341
檢核ok,,台東,成功,成功12,4,成功事業區61林班,成功12-04,297242,2591381,121.462298,23.42463,,2972422591381
檢核ok,,台東,成功,成功12,5,成功事業區61林班,成功12-05,297511,2591414,121.464931,23.42492,,2975112591414
檢核ok,,台東,成功,成功12,6,成功事業區61林班,成功12-06,297770,2591322,121.467462,23.42409,,2977702591322
檢核ok,,台東,知本,知本1,1,台東3林班,知本1-01,262285,2530908,121.119733,22.87917,,2622852530908
檢核ok,,台東,知本,知本1,2,台東3林班,知本1-02,262388,2530714,121.120735,22.87741,,2623882530714
檢核ok,,台東,知本,知本1,3,台東3林班,知本1-03,262576,2530838,121.122569,22.87853,,2625762530838
檢核ok,,台東,知本,知本1,4,台東3林班,知本1-04,262755,2530976,121.124314,22.87978,,2627552530976
檢核ok,,台東,知本,知本1,5,台東3林班,知本1-05,262578,2531125,121.12259,22.88112,,2625782531125
檢核ok,,台東,知本,知本1,6,台東3林班,知本1-06,262351,2531126,121.120378,22.88114,,2623512531126
檢核ok,,台東,知本,知本2,1,延平40林班斑鳩段,知本2-01,255550,2527003,121.054078,22.84394,,2555502527003
檢核ok,,台東,知本,知本2,2,延平40林班斑鳩段,知本2-02,255819,2526998,121.056699,22.84389,,2558192526998
檢核ok,,台東,知本,知本2,3,延平40林班斑鳩段,知本2-03,256034,2526914,121.058794,22.84313,,2560342526914
檢核ok,,台東,知本,知本2,4,延平40林班斑鳩段,知本2-04,256266,2526874,121.061054,22.84277,,2562662526874
檢核ok,,台東,知本,知本2,5,延平40林班斑鳩段,知本2-05,256500,2526839,121.063334,22.84245,,2565002526839
檢核ok,,台東,知本,知本2,6,延平40林班斑鳩段,知本2-06,256758,2526785,121.065847,22.84196,,2567582526785
檢核ok,,台東,知本,知本3,1,台東1林班,知本3-01,261099,2523664,121.108122,22.81376,,2610992523664
檢核ok,,台東,知本,知本3,2,台東1林班,知本3-02,261256,2523485,121.10965,22.81214,,2612562523485
檢核ok,,台東,知本,知本3,3,台東1林班,知本3-03,261476,2523519,121.111794,22.81244,,2614762523519
檢核ok,,台東,知本,知本3,4,台東1林班,知本3-04,261682,2523672,121.113802,22.81382,,2616822523672
檢核ok,,台東,知本,知本3,5,台東1林班,知本3-05,261888,2523738,121.115809,22.81442,,2618882523738
檢核ok,,台東,知本,知本3,6,台東1林班,知本3-06,262223,2523675,121.119072,22.81385,,2622232523675
檢核ok,,台東,知本,知本4,1,台東2林班,知本4-01,263322,2528302,121.129817,22.85562,,2633222528302
檢核ok,,台東,知本,知本4,2,台東2林班,知本4-02,263142,2528445,121.128065,22.85692,,2631422528445
檢核ok,,台東,知本,知本4,3,台東2林班,知本4-03,262921,2528466,121.125911,22.85711,,2629212528466
檢核ok,,台東,知本,知本4,4,台東2林班,知本4-04,262696,2528486,121.123719,22.85729,,2626962528486
檢核ok,,台東,知本,知本4,5,台東2林班,知本4-05,262476,2528516,121.121575,22.85756,,2624762528516
檢核ok,,台東,知本,知本4,6,台東2林班,知本4-06,262253,2528560,121.119403,22.85796,,2622532528560
檢核ok,,台東,知本,知本5,1,延平36-40林班利家段,知本5-01,253032,2523106,121.029535,22.80875,,2530322523106
檢核ok,,台東,知本,知本5,2,延平36-40林班利家段,知本5-02,253137,2522914,121.030558,22.80702,,2531372522914
檢核ok,,台東,知本,知本5,3,延平36-40林班利家段,知本5-03,253206,2522703,121.03123,22.80511,,2532062522703
檢核ok,,台東,知本,知本5,4,延平36-40林班利家段,知本5-04,253336,2522851,121.032496,22.80645,,2533362522851
檢核ok,,台東,知本,知本5,5,延平36-40林班利家段,知本5-05,253311,2523115,121.032253,22.80883,,2533112523115
檢核ok,,台東,知本,知本5,6,延平36-40林班利家段,知本5-06,253560,2522962,121.034679,22.80745,,2535602522962
檢核ok,,台東,知本,知本6,1,比例良產業道路,知本6-01,253787,2519888,121.036882,22.77969,,2537872519888
檢核ok,,台東,知本,知本6,2,比例良產業道路,知本6-02,253636,2519785,121.035411,22.77876,,2536362519785
檢核ok,,台東,知本,知本6,3,比例良產業道路,知本6-03,253726,2519542,121.036287,22.77656,,2537262519542
檢核ok,,台東,知本,知本6,4,比例良產業道路,知本6-04,253678,2519373,121.03582,22.77504,,2536782519373
檢核ok,,台東,知本,知本6,5,比例良產業道路,知本6-05,253567,2519197,121.034738,22.77345,,2535672519197
檢核ok,,台東,知本,知本6,6,比例良產業道路,知本6-06,253817,2518911,121.037172,22.77086,,2538172518911
檢核ok,,台東,知本,B22-01,2,台東縣大武山雙鬼湖利嘉林道※,B22-01-02,250851,2526046,121.008291,22.835303,,2508512526046
檢核ok,,台東,知本,B22-01,3,台東縣大武山雙鬼湖利嘉林道※,B22-01-03,250676,2526081,121.006586,22.83562,,2506762526081
檢核ok,,台東,知本,B22-01,4,台東縣大武山雙鬼湖利嘉林道※,B22-01-04,250460,2526190,121.004482,22.83660,,2504602526190
檢核ok,,台東,知本,B22-01,5,台東縣大武山雙鬼湖利嘉林道※,B22-01-05,250221,2526276,121.002153,22.83738,,2502212526276
檢核ok,,台東,知本,B22-01,6,台東縣大武山雙鬼湖利嘉林道※,B22-01-06,249954,2526348,120.999552,22.83803,,2499542526348
檢核ok,,台東,知本,B22-01,7,台東縣大武山雙鬼湖利嘉林道※,B22-01-07,249550,2526542,120.995615,22.83978,,2495502526542
檢核ok,,台東,知本,知本8,1,台東24-39林班建和段,知本8-01,253582,2514036,121.034872,22.72684,,2535822514036
檢核ok,,台東,知本,知本8,2,台東24-39林班建和段,知本8-02,254065,2515919,121.039579,22.74384,,2540652515919
檢核ok,,台東,知本,知本8,3,台東24-39林班建和段,知本8-03,254235,2516046,121.041235,22.74499,,2542352516046
檢核ok,,台東,知本,知本8,4,台東24-39林班建和段,知本8-04,254226,2515796,121.041147,22.74273,,2542262515796
檢核ok,,台東,知本,知本8,5,台東24-39林班建和段,知本8-05,254394,2515670,121.042782,22.74159,,2543942515670
檢核ok,,台東,知本,知本8,6,台東24-39林班建和段,知本8-06,254179,2515129,121.040687,22.73671,,2541792515129
檢核ok,,台東,知本,知本9,1,知本林道,知本9-01,249312,2512127,120.993303,22.70960,,2493122512127
檢核ok,,台東,知本,知本9,2,知本林道,知本9-02,249535,2512164,120.995474,22.70994,,2495352512164
檢核ok,,台東,知本,知本9,3,知本林道,知本9-03,249726,2512003,120.997333,22.70848,,2497262512003
檢核ok,,台東,知本,知本9,4,知本林道,知本9-04,249891,2511620,120.998939,22.70502,,2498912511620
檢核ok,,台東,知本,知本9,5,知本林道,知本9-05,250257,2511245,121.002502,22.70164,,2502572511245
檢核ok,,台東,知本,知本9,6,知本林道,知本9-06,250499,2511105,121.004857,22.70037,,2504992511105
檢核ok,,台東,知本,知本10,1,台東31林班,知本10-01,251962,2509905,121.019096,22.68953,,2519622509905
檢核ok,,台東,知本,知本10,2,台東31林班,知本10-02,251783,2510051,121.017354,22.69085,,2517832510051
檢核ok,,台東,知本,知本10,3,台東31林班,知本10-03,251737,2509743,121.016906,22.68807,,2517372509743
檢核ok,,台東,知本,知本10,4,台東31林班,知本10-04,252380,2509748,121.023164,22.68812,,2523802509748
檢核ok,,台東,知本,知本10,5,台東31林班,知本10-05,253163,2509582,121.030784,22.68661,,2531632509582
檢核ok,,台東,知本,知本10,6,台東31林班,知本10-06,253131,2510239,121.030474,22.69255,,2531312510239
檢核ok,,台東,知本,知本11,1,台東40-51林班北太麻里段,知本11-01,248324,2505877,120.983692,22.65316,,2483242505877
檢核ok,,台東,知本,知本11,2,台東40-51林班北太麻里段,知本11-02,248480,2505709,120.98521,22.65164,,2484802505709
檢核ok,,台東,知本,知本11,3,台東40-51林班北太麻里段,知本11-03,248468,2505386,120.985094,22.64872,,2484682505386
檢核ok,,台東,知本,知本11,4,台東40-51林班北太麻里段,知本11-04,248633,2505547,120.986699,22.65018,,2486332505547
檢核ok,,台東,知本,知本11,5,台東40-51林班北太麻里段,知本11-05,248644,2505251,120.986806,22.64750,,2486442505251
檢核ok,,台東,知本,知本11,6,台東40-51林班北太麻里段,知本11-06,248714,2505040,120.987488,22.64560,,2487142505040
檢核ok,,嘉義,阿里山,B32-09,1,小笠原山(下方平台旁),B32-09-01,231396,2600454,120.8178,23.5071,,2313962600454
檢核ok,,嘉義,阿里山,B32-09,2,小笠原山(下方平台旁),B32-09-02,231570,2600230,120.8195,23.5051,,2315702600230
檢核ok,,嘉義,阿里山,B32-09,3,小笠原山(下方平台旁),B32-09-03,231799,2600017,120.8218,23.5032,,2317992600017
檢核ok,,嘉義,阿里山,B32-09,4,小笠原山(下方平台旁),B32-09-04,231607,2599715,120.8199,23.5005,,2316072599715
檢核ok,,嘉義,阿里山,B32-09,5,小笠原山(下方平台旁),B32-09-05,231459,2599475,120.8185,23.4983,,2314592599475
檢核ok,,嘉義,阿里山,B32-09,6,小笠原山(下方平台旁),B32-09-06,231663,2599194,120.8205,23.4958,,2316632599194
檢核ok,,嘉義,阿里山,阿里山1,1,台18-1(82.5K),阿里山1-01,228293,2599389,120.787463,23.497486,,2282932599389
檢核ok,,嘉義,阿里山,阿里山1,2,台18-1(82.5K),阿里山1-02,228692,2599342,120.791371,23.497067,,2286922599342
檢核ok,,嘉義,阿里山,阿里山1,3,台18-1(82.5K),阿里山1-03,228839,2599051,120.792814,23.494441,,2288392599051
檢核ok,,嘉義,阿里山,阿里山1,4,台18-1(82.5K),阿里山1-04,228679,2598765,120.791251,23.491856,,2286792598765
檢核ok,,嘉義,阿里山,阿里山1,5,台18-1(82.5K),阿里山1-05,229069,2599228,120.795063,23.496042,,2290692599228
檢核ok,,嘉義,阿里山,阿里山1,6,台18-1(82.5K),阿里山1-06,228958,2599715,120.79397,23.500439,,2289582599715
檢核ok,,嘉義,阿里山,阿里山2,1,台18-2(大埔220林班),阿里山2-01,228634,2599580,120.7908,23.4992,,2286342599580
檢核ok,,嘉義,阿里山,阿里山2,2,台18-2(大埔220林班),阿里山2-02,228420,2599557,120.7887,23.4990,,2284202599557
檢核ok,,嘉義,阿里山,阿里山2,3,台18-2(大埔220林班),阿里山2-03,228155,2599596,120.7861,23.4994,,2281552599596
檢核ok,,嘉義,阿里山,阿里山2,4,台18-2(大埔220林班),阿里山2-04,227852,2599649,120.7831,23.4998,,2278522599649
檢核ok,,嘉義,阿里山,阿里山2,5,台18-2(大埔220林班),阿里山2-05,227858,2599871,120.7832,23.5018,,2278582599871
檢核ok,,嘉義,阿里山,阿里山2,6,台18-2(大埔220林班),阿里山2-06,227945,2600160,120.7840,23.5044,,2279452600160
檢核ok,,嘉義,阿里山,阿里山3,1,台18-3(88K以後),阿里山3-01,229141,2600387,120.7958,23.5065,,2291412600387
檢核ok,,嘉義,阿里山,阿里山3,2,台18-3(88K以後),阿里山3-02,229353,2600444,120.7978,23.5070,,2293532600444
檢核ok,,嘉義,阿里山,阿里山3,3,台18-3(88K以後),阿里山3-03,229614,2600541,120.8004,23.5079,,2296142600541
檢核ok,,嘉義,阿里山,阿里山3,4,台18-3(88K以後),阿里山3-04,229315,2600238,120.7975,23.5052,,2293152600238
檢核ok,,嘉義,阿里山,阿里山3,5,台18-3(88K以後),阿里山3-05,229279,2600029,120.7971,23.5033,,2292792600029
檢核ok,,嘉義,阿里山,阿里山3,6,台18-3(88K以後),阿里山3-06,229500,2599933,120.7993,23.5024,,2295002599933
檢核ok,,嘉義,阿里山,阿里山4,1,台18-4(98K),阿里山4-01,235347,2597620,120.856547,23.481591,,2353472597620
檢核ok,,嘉義,阿里山,阿里山4,2,台18-4(98K),阿里山4-02,235460,2597150,120.857658,23.477347,,2354602597150
檢核ok,,嘉義,阿里山,阿里山4,3,台18-4(98K),阿里山4-03,235660,2596905,120.859618,23.475137,,2356602596905
檢核ok,,嘉義,阿里山,阿里山4,4,台18-4(98K),阿里山4-04,235880,2596949,120.861772,23.475536,,2358802596949
檢核ok,,嘉義,阿里山,阿里山4,5,台18-4(98K),阿里山4-05,236114,2597010,120.864062,23.476089,,2361142597010
檢核ok,,嘉義,阿里山,阿里山4,6,台18-4(98K),阿里山4-06,236370,2597235,120.866566,23.478123,,2363702597235
檢核ok,,嘉義,阿里山,阿里山5,1,鹿林前山,阿里山5-01,238685,2597227,120.8892,23.4781,,2386852597227
檢核ok,,嘉義,阿里山,阿里山5,2,鹿林前山,阿里山5-02,238433,2597107,120.8868,23.4770,,2384332597107
檢核ok,,嘉義,阿里山,阿里山5,3,鹿林前山,阿里山5-03,238183,2596951,120.8843,23.4756,,2381832596951
檢核ok,,嘉義,阿里山,阿里山5,4,鹿林前山,阿里山5-04,238020,2596710,120.8827,23.4734,,2380202596710
檢核ok,,嘉義,阿里山,阿里山5,5,鹿林前山,阿里山5-05,237815,2596465,120.8807,23.4712,,2378152596465
檢核ok,,嘉義,阿里山,阿里山5,6,鹿林前山,阿里山5-06,237500,2596297,120.8776,23.4697,,2375002596297
檢核ok,,嘉義,阿里山,阿里山6,1,特富野步道,阿里山6-01,232617,2597905,120.8298,23.4841,,2326172597905
檢核ok,,嘉義,阿里山,阿里山6,2,特富野步道,阿里山6-02,232403,2597782,120.8277,23.4830,,2324032597782
檢核ok,,嘉義,阿里山,阿里山6,3,特富野步道,阿里山6-03,232188,2597722,120.8256,23.4825,,2321882597722
檢核ok,,嘉義,阿里山,阿里山6,4,特富野步道,阿里山6-04,232065,2597507,120.8244,23.4805,,2320652597507
檢核ok,,嘉義,阿里山,阿里山6,5,特富野步道,阿里山6-05,232205,2597276,120.8258,23.4785,,2322052597276
檢核ok,,嘉義,阿里山,阿里山6,6,特富野步道,阿里山6-06,231780,2597231,120.8216,23.4780,,2317802597231
檢核ok,,嘉義,阿里山,阿里山7,1,祝山林道,阿里山7-01,231038,2600845,120.8143,23.5107,,2310382600845
檢核ok,,嘉義,阿里山,阿里山7,2,祝山林道,阿里山7-02,231208,2600985,120.8160,23.5119,,2312082600985
檢核ok,,嘉義,阿里山,阿里山7,3,祝山林道,阿里山7-03,231387,2601098,120.8177,23.5130,,2313872601098
檢核ok,,嘉義,阿里山,阿里山7,4,祝山林道,阿里山7-04,231526,2601238,120.8191,23.5142,,2315262601238
檢核ok,,嘉義,阿里山,阿里山7,5,祝山林道,阿里山7-05,231760,2601206,120.8214,23.5139,,2317602601206
檢核ok,,嘉義,阿里山,阿里山7,6,祝山林道,阿里山7-06,232021,2600639,120.82395,23.508819,,2320212600639
檢核ok,,嘉義,阿里山,阿里山8,1,水漾步道,阿里山8-01,229828,2610179,120.8023,23.5949,,2298282610179
檢核ok,,嘉義,阿里山,阿里山8,2,水漾步道,阿里山8-02,229883,2609977,120.8029,23.5931,,2298832609977
檢核ok,,嘉義,阿里山,阿里山8,3,水漾步道,阿里山8-03,229904,2609741,120.8031,23.5910,,2299042609741
檢核ok,,嘉義,阿里山,阿里山8,4,水漾步道,阿里山8-04,229765,2609565,120.8017,23.5894,,2297652609565
檢核ok,,嘉義,阿里山,阿里山8,5,水漾步道,阿里山8-05,229605,2609406,120.8002,23.5880,,2296052609406
檢核ok,,嘉義,阿里山,阿里山8,6,水漾步道,阿里山8-06,229697,2609042,120.8011,23.5847,,2296972609042
檢核ok,,嘉義,阿里山,阿里山9,1,塔山步道,阿里山9-01,231113,2602742,120.8150,23.5278,,2311132602742
檢核ok,,嘉義,阿里山,阿里山9,2,塔山步道,阿里山9-02,230927,2602843,120.8132,23.5287,,2309272602843
檢核ok,,嘉義,阿里山,阿里山9,3,塔山步道,阿里山9-03,230740,2602959,120.8114,23.5298,,2307402602959
檢核ok,,嘉義,阿里山,阿里山9,4,塔山步道,阿里山9-04,230611,2603125,120.8101,23.5313,,2306112603125
檢核ok,,嘉義,阿里山,阿里山9,5,塔山步道,阿里山9-05,230421,2603237,120.8082,23.5323,,2304212603237
檢核ok,,嘉義,阿里山,阿里山9,6,塔山步道,阿里山9-06,230193,2603279,120.8060,23.5326,,2301932603279
檢核ok,,嘉義,阿里山,阿里山10,1,一葉蘭自然保留區,阿里山10-01,229262,2603712,120.7969,23.5365,,2292622603712
檢核ok,,嘉義,阿里山,阿里山10,2,一葉蘭自然保留區,阿里山10-02,229413,2603931,120.7984,23.5385,,2294132603931
檢核ok,,嘉義,阿里山,阿里山10,3,一葉蘭自然保留區,阿里山10-03,229548,2604147,120.7997,23.5405,,2295482604147
檢核ok,,嘉義,阿里山,阿里山10,4,一葉蘭自然保留區,阿里山10-04,229765,2604377,120.8018,23.5425,,2297652604377
檢核ok,,嘉義,阿里山,阿里山10,5,一葉蘭自然保留區,阿里山10-05,230001,2604560,120.8041,23.5442,,2300012604560
